subject	activity	feature	axis	method	mean	count
22	WALKING	tGravityAccMag	NA	std	-0.161591787478261	46
22	WALKING_DOWNSTAIRS	fBodyAcc	X	mean	0.195348406222222	36
22	WALKING_DOWNSTAIRS	fBodyAcc	X	meanFreq	-0.367713771944444	36
22	WALKING_DOWNSTAIRS	fBodyAcc	X	std	0.402891960277778	36
22	WALKING_DOWNSTAIRS	fBodyAcc	Y	mean	0.225766560777778	36
22	WALKING_DOWNSTAIRS	fBodyAcc	Y	meanFreq	0.0282644422805556	36
22	WALKING_DOWNSTAIRS	fBodyAcc	Y	std	0.167409716861111	36
22	WALKING_DOWNSTAIRS	fBodyAcc	Z	mean	-0.322795653888889	36
22	WALKING_DOWNSTAIRS	fBodyAcc	Z	meanFreq	0.183154050991667	36
22	WALKING_DOWNSTAIRS	fBodyAcc	Z	std	-0.383242679444444	36
22	WALKING_DOWNSTAIRS	fBodyAccJerk	X	mean	0.0383364203555556	36
22	WALKING_DOWNSTAIRS	fBodyAccJerk	X	meanFreq	-0.244503497722222	36
22	WALKING_DOWNSTAIRS	fBodyAccJerk	X	std	0.0404618458027778	36
22	WALKING_DOWNSTAIRS	fBodyAccJerk	Y	mean	-0.00309155313333333	36
22	WALKING_DOWNSTAIRS	fBodyAccJerk	Y	meanFreq	-0.400892381111111	36
22	WALKING_DOWNSTAIRS	fBodyAccJerk	Y	std	-0.0270294444166667	36
22	WALKING_DOWNSTAIRS	fBodyAccJerk	Z	mean	-0.419534253611111	36
22	WALKING_DOWNSTAIRS	fBodyAccJerk	Z	meanFreq	-0.198861107138889	36
22	WALKING_DOWNSTAIRS	fBodyAccJerk	Z	std	-0.535893778333333	36
22	WALKING_DOWNSTAIRS	fBodyAccMag	NA	mean	0.155526858911111	36
22	WALKING_DOWNSTAIRS	fBodyAccMag	NA	meanFreq	0.130782546102778	36
22	WALKING_DOWNSTAIRS	fBodyAccMag	NA	std	-0.0575202606055556	36
22	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag	NA	mean	0.0224783539805556	36
22	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag	NA	meanFreq	0.138397615911111	36
22	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag	NA	std	-0.118530349166667	36
22	WALKING_DOWNSTAIRS	fBodyBodyGyroJerkMag	NA	mean	-0.583510518055556	36
22	WALKING_DOWNSTAIRS	fBodyBodyGyroJerkMag	NA	meanFreq	0.339656340833333	36
22	WALKING_DOWNSTAIRS	fBodyBodyGyroJerkMag	NA	std	-0.697451438611111	36
22	WALKING_DOWNSTAIRS	fBodyBodyGyroMag	NA	mean	-0.338417326388889	36
22	WALKING_DOWNSTAIRS	fBodyBodyGyroMag	NA	meanFreq	-0.0581080717	36
22	WALKING_DOWNSTAIRS	fBodyBodyGyroMag	NA	std	-0.341863671805556	36
22	WALKING_DOWNSTAIRS	fBodyGyro	X	mean	-0.0954349339722222	36
22	WALKING_DOWNSTAIRS	fBodyGyro	X	meanFreq	-0.191963043893889	36
22	WALKING_DOWNSTAIRS	fBodyGyro	X	std	-0.284532358444444	36
22	WALKING_DOWNSTAIRS	fBodyGyro	Y	mean	-0.525006840277778	36
22	WALKING_DOWNSTAIRS	fBodyGyro	Y	meanFreq	-0.0324962109133333	36
22	WALKING_DOWNSTAIRS	fBodyGyro	Y	std	-0.570339899444444	36
22	WALKING_DOWNSTAIRS	fBodyGyro	Z	mean	-0.194915698805556	36
22	WALKING_DOWNSTAIRS	fBodyGyro	Z	meanFreq	0.01292707115	36
22	WALKING_DOWNSTAIRS	fBodyGyro	Z	std	-0.377319033611111	36
22	WALKING_DOWNSTAIRS	tBodyAcc	X	mean	0.284458963861111	36
22	WALKING_DOWNSTAIRS	tBodyAcc	X	std	0.348618168333333	36
22	WALKING_DOWNSTAIRS	tBodyAcc	Y	mean	-0.0197999371686389	36
22	WALKING_DOWNSTAIRS	tBodyAcc	Y	std	0.239812250944444	36
22	WALKING_DOWNSTAIRS	tBodyAcc	Z	mean	-0.1074157796	36
22	WALKING_DOWNSTAIRS	tBodyAcc	Z	std	-0.325722718055556	36
22	WALKING_DOWNSTAIRS	tBodyAccJerk	X	mean	0.101584640833333	36
22	WALKING_DOWNSTAIRS	tBodyAccJerk	X	std	0.0869139849722222	36
22	WALKING_DOWNSTAIRS	tBodyAccJerk	Y	mean	0.0211126110833333	36
22	WALKING_DOWNSTAIRS	tBodyAccJerk	Y	std	0.0198613278611111	36
22	WALKING_DOWNSTAIRS	tBodyAccJerk	Z	mean	0.0112499015	36
22	WALKING_DOWNSTAIRS	tBodyAccJerk	Z	std	-0.477806646111111	36
22	WALKING_DOWNSTAIRS	tBodyAccJerkMag	NA	mean	-0.0179784626888889	36
22	WALKING_DOWNSTAIRS	tBodyAccJerkMag	NA	std	-0.0337640982530556	36
22	WALKING_DOWNSTAIRS	tBodyAccMag	NA	mean	0.330999221944444	36
22	WALKING_DOWNSTAIRS	tBodyAccMag	NA	std	0.133267478527222	36
22	WALKING_DOWNSTAIRS	tBodyGyro	X	mean	-0.0779611213138889	36
22	WALKING_DOWNSTAIRS	tBodyGyro	X	std	-0.237349190997222	36
22	WALKING_DOWNSTAIRS	tBodyGyro	Y	mean	-0.0697154455833333	36
22	WALKING_DOWNSTAIRS	tBodyGyro	Y	std	-0.550303216666667	36
22	WALKING_DOWNSTAIRS	tBodyGyro	Z	mean	0.0500708760555556	36
22	WALKING_DOWNSTAIRS	tBodyGyro	Z	std	-0.280417950555556	36
22	WALKING_DOWNSTAIRS	tBodyGyroJerk	X	mean	-0.0901744530194444	36
22	WALKING_DOWNSTAIRS	tBodyGyroJerk	X	std	-0.264848047888889	36
22	WALKING_DOWNSTAIRS	tBodyGyroJerk	Y	mean	-0.0355171408083333	36
22	WALKING_DOWNSTAIRS	tBodyGyroJerk	Y	std	-0.640280071388889	36
22	WALKING_DOWNSTAIRS	tBodyGyroJerk	Z	mean	-0.0481460161016667	36
22	WALKING_DOWNSTAIRS	tBodyGyroJerk	Z	std	-0.358762129444444	36
22	WALKING_DOWNSTAIRS	tBodyGyroJerkMag	NA	mean	-0.459579670833333	36
22	WALKING_DOWNSTAIRS	tBodyGyroJerkMag	NA	std	-0.617659355833333	36
22	WALKING_DOWNSTAIRS	tBodyGyroMag	NA	mean	-0.161333309783333	36
22	WALKING_DOWNSTAIRS	tBodyGyroMag	NA	std	-0.263921983758333	36
22	WALKING_DOWNSTAIRS	tGravityAcc	X	mean	0.921820641944444	36
22	WALKING_DOWNSTAIRS	tGravityAcc	X	std	-0.941242334722222	36
22	WALKING_DOWNSTAIRS	tGravityAcc	Y	mean	-0.222215179444444	36
22	WALKING_DOWNSTAIRS	tGravityAcc	Y	std	-0.945824352777778	36
22	WALKING_DOWNSTAIRS	tGravityAcc	Z	mean	0.0412987957222222	36
22	WALKING_DOWNSTAIRS	tGravityAcc	Z	std	-0.906594023333333	36
22	WALKING_DOWNSTAIRS	tGravityAccMag	NA	mean	0.330999221944444	36
22	WALKING_DOWNSTAIRS	tGravityAccMag	NA	std	0.133267478527222	36
22	WALKING_UPSTAIRS	fBodyAcc	X	mean	-0.0553996485285714	42
22	WALKING_UPSTAIRS	fBodyAcc	X	meanFreq	-0.21396827747619	42
22	WALKING_UPSTAIRS	fBodyAcc	X	std	0.132048813464286	42
22	WALKING_UPSTAIRS	fBodyAcc	Y	mean	0.13068653882619	42
22	WALKING_UPSTAIRS	fBodyAcc	Y	meanFreq	-0.0343404000452381	42
22	WALKING_UPSTAIRS	fBodyAcc	Y	std	0.230058772192857	42
22	WALKING_UPSTAIRS	fBodyAcc	Z	mean	-0.228019952309524	42
22	WALKING_UPSTAIRS	fBodyAcc	Z	meanFreq	-0.0330889778857143	42
22	WALKING_UPSTAIRS	fBodyAcc	Z	std	-0.116753339559524	42
22	WALKING_UPSTAIRS	fBodyAccJerk	X	mean	-0.0382449785166667	42
22	WALKING_UPSTAIRS	fBodyAccJerk	X	meanFreq	0.0466071941261905	42
22	WALKING_UPSTAIRS	fBodyAccJerk	X	std	-0.0677978520178571	42
22	WALKING_UPSTAIRS	fBodyAccJerk	Y	mean	-0.0751829281833333	42
22	WALKING_UPSTAIRS	fBodyAccJerk	Y	meanFreq	-0.270497675785714	42
22	WALKING_UPSTAIRS	fBodyAccJerk	Y	std	-0.106099613648095	42
22	WALKING_UPSTAIRS	fBodyAccJerk	Z	mean	-0.414448875714286	42
22	WALKING_UPSTAIRS	fBodyAccJerk	Z	meanFreq	-0.161561379016667	42
22	WALKING_UPSTAIRS	fBodyAccJerk	Z	std	-0.528567802619048	42
22	WALKING_UPSTAIRS	fBodyAccMag	NA	mean	-0.0866905123880952	42
22	WALKING_UPSTAIRS	fBodyAccMag	NA	meanFreq	0.29374477	42
22	WALKING_UPSTAIRS	fBodyAccMag	NA	std	-0.334126221428571	42
22	WALKING_UPSTAIRS	fBodyBodyAccJerkMag	NA	mean	-0.0458020362119048	42
22	WALKING_UPSTAIRS	fBodyBodyAccJerkMag	NA	meanFreq	0.187559363004762	42
22	WALKING_UPSTAIRS	fBodyBodyAccJerkMag	NA	std	-0.151299835619048	42
22	WALKING_UPSTAIRS	fBodyBodyGyroJerkMag	NA	mean	-0.667996003333333	42
22	WALKING_UPSTAIRS	fBodyBodyGyroJerkMag	NA	meanFreq	0.263527183357143	42
22	WALKING_UPSTAIRS	fBodyBodyGyroJerkMag	NA	std	-0.70987053452381	42
22	WALKING_UPSTAIRS	fBodyBodyGyroMag	NA	mean	-0.369902	42
22	WALKING_UPSTAIRS	fBodyBodyGyroMag	NA	meanFreq	-0.224891603642857	42
22	WALKING_UPSTAIRS	fBodyBodyGyroMag	NA	std	-0.234023031571429	42
22	WALKING_UPSTAIRS	fBodyGyro	X	mean	-0.19545699252381	42
22	WALKING_UPSTAIRS	fBodyGyro	X	meanFreq	-0.203542110833333	42
22	WALKING_UPSTAIRS	fBodyGyro	X	std	-0.338139776690476	42
22	WALKING_UPSTAIRS	fBodyGyro	Y	mean	-0.523943751666667	42
22	WALKING_UPSTAIRS	fBodyGyro	Y	meanFreq	-0.170789279261905	42
22	WALKING_UPSTAIRS	fBodyGyro	Y	std	-0.473882071666667	42
22	WALKING_UPSTAIRS	fBodyGyro	Z	mean	-0.199313066142857	42
22	WALKING_UPSTAIRS	fBodyGyro	Z	meanFreq	-0.147429136850952	42
22	WALKING_UPSTAIRS	fBodyGyro	Z	std	-0.222431794690476	42
22	WALKING_UPSTAIRS	tBodyAcc	X	mean	0.248391534566667	42
22	WALKING_UPSTAIRS	tBodyAcc	X	std	0.0835738640921429	42
22	WALKING_UPSTAIRS	tBodyAcc	Y	mean	-0.0268622561133333	42
22	WALKING_UPSTAIRS	tBodyAcc	Y	std	0.250067523738095	42
22	WALKING_UPSTAIRS	tBodyAcc	Z	mean	-0.117550861738095	42
22	WALKING_UPSTAIRS	tBodyAcc	Z	std	-0.109613216345238	42
22	WALKING_UPSTAIRS	tBodyAccJerk	X	mean	0.0877172239047619	42
22	WALKING_UPSTAIRS	tBodyAccJerk	X	std	-0.00853992680952381	42
22	WALKING_UPSTAIRS	tBodyAccJerk	Y	mean	0.0367082966285714	42
22	WALKING_UPSTAIRS	tBodyAccJerk	Y	std	-0.0575784544857143	42
22	WALKING_UPSTAIRS	tBodyAccJerk	Z	mean	-0.033616970907381	42
22	WALKING_UPSTAIRS	tBodyAccJerk	Z	std	-0.471703304761905	42
22	WALKING_UPSTAIRS	tBodyAccJerkMag	NA	mean	-0.0957840344357143	42
22	WALKING_UPSTAIRS	tBodyAccJerkMag	NA	std	-0.0876501605595238	42
22	WALKING_UPSTAIRS	tBodyAccMag	NA	mean	0.210282608333333	42
22	WALKING_UPSTAIRS	tBodyAccMag	NA	std	-0.158757474833333	42
22	WALKING_UPSTAIRS	tBodyGyro	X	mean	0.13497880785381	42
22	WALKING_UPSTAIRS	tBodyGyro	X	std	-0.301491709628571	42
22	WALKING_UPSTAIRS	tBodyGyro	Y	mean	-0.181458414495238	42
22	WALKING_UPSTAIRS	tBodyGyro	Y	std	-0.489417908809524	42
22	WALKING_UPSTAIRS	tBodyGyro	Z	mean	0.0157359244619048	42
22	WALKING_UPSTAIRS	tBodyGyro	Z	std	-0.157758060642857	42
22	WALKING_UPSTAIRS	tBodyGyroJerk	X	mean	-0.148450080695476	42
22	WALKING_UPSTAIRS	tBodyGyroJerk	X	std	-0.396699215238095	42
22	WALKING_UPSTAIRS	tBodyGyroJerk	Y	mean	-0.0381312609738095	42
22	WALKING_UPSTAIRS	tBodyGyroJerk	Y	std	-0.704255415	42
22	WALKING_UPSTAIRS	tBodyGyroJerk	Z	mean	-0.067457054547619	42
22	WALKING_UPSTAIRS	tBodyGyroJerk	Z	std	-0.515697758571429	42
22	WALKING_UPSTAIRS	tBodyGyroJerkMag	NA	mean	-0.568111869047619	42
22	WALKING_UPSTAIRS	tBodyGyroJerkMag	NA	std	-0.675633024285714	42
22	WALKING_UPSTAIRS	tBodyGyroMag	NA	mean	-0.1280319236	42
22	WALKING_UPSTAIRS	tBodyGyroMag	NA	std	-0.2025581772	42
22	WALKING_UPSTAIRS	tGravityAcc	X	mean	0.889454382857143	42
22	WALKING_UPSTAIRS	tGravityAcc	X	std	-0.94063384047619	42
22	WALKING_UPSTAIRS	tGravityAcc	Y	mean	-0.33682691	42
22	WALKING_UPSTAIRS	tGravityAcc	Y	std	-0.941620221904762	42
22	WALKING_UPSTAIRS	tGravityAcc	Z	mean	-0.0957978990316667	42
22	WALKING_UPSTAIRS	tGravityAcc	Z	std	-0.913153632142857	42
22	WALKING_UPSTAIRS	tGravityAccMag	NA	mean	0.210282608333333	42
22	WALKING_UPSTAIRS	tGravityAccMag	NA	std	-0.158757474833333	42
23	LAYING	fBodyAcc	X	mean	-0.970037238333333	72
23	LAYING	fBodyAcc	X	meanFreq	-0.424151160897222	72
23	LAYING	fBodyAcc	X	std	-0.952410957638889	72
23	LAYING	fBodyAcc	Y	mean	-0.982072295833333	72
23	LAYING	fBodyAcc	Y	meanFreq	0.0637688819034028	72
23	LAYING	fBodyAcc	Y	std	-0.974304149166667	72
23	LAYING	fBodyAcc	Z	mean	-0.977515213888889	72
23	LAYING	fBodyAcc	Z	meanFreq	0.298416658291667	72
23	LAYING	fBodyAcc	Z	std	-0.972261283055556	72
23	LAYING	fBodyAccJerk	X	mean	-0.986204659166667	72
23	LAYING	fBodyAccJerk	X	meanFreq	0.206066869445833	72
23	LAYING	fBodyAccJerk	X	std	-0.987840852638889	72
23	LAYING	fBodyAccJerk	Y	mean	-0.988230264166667	72
23	LAYING	fBodyAccJerk	Y	meanFreq	0.0982745766404167	72
23	LAYING	fBodyAccJerk	Y	std	-0.989995616944444	72
23	LAYING	fBodyAccJerk	Z	mean	-0.982415511805556	72
23	LAYING	fBodyAccJerk	Z	meanFreq	0.230107945944444	72
23	LAYING	fBodyAccJerk	Z	std	-0.985502011944444	72
23	LAYING	fBodyAccMag	NA	mean	-0.967747053194444	72
23	LAYING	fBodyAccMag	NA	meanFreq	0.0359321171277778	72
23	LAYING	fBodyAccMag	NA	std	-0.958465695416667	72
23	LAYING	fBodyBodyAccJerkMag	NA	mean	-0.985905703888889	72
23	LAYING	fBodyBodyAccJerkMag	NA	meanFreq	0.338094710990278	72
23	LAYING	fBodyBodyAccJerkMag	NA	std	-0.986540200694444	72
23	LAYING	fBodyBodyGyroJerkMag	NA	mean	-0.981846854305556	72
23	LAYING	fBodyBodyGyroJerkMag	NA	meanFreq	0.225885068995833	72
23	LAYING	fBodyBodyGyroJerkMag	NA	std	-0.98158514125	72
23	LAYING	fBodyBodyGyroMag	NA	mean	-0.966239347916667	72
23	LAYING	fBodyBodyGyroMag	NA	meanFreq	0.102453271218056	72
23	LAYING	fBodyBodyGyroMag	NA	std	-0.959025538194444	72
23	LAYING	fBodyGyro	X	mean	-0.979676078055556	72
23	LAYING	fBodyGyro	X	meanFreq	0.13145543361875	72
23	LAYING	fBodyGyro	X	std	-0.982665212638889	72
23	LAYING	fBodyGyro	Y	mean	-0.96846913625	72
23	LAYING	fBodyGyro	Y	meanFreq	-0.1472313939875	72
23	LAYING	fBodyGyro	Y	std	-0.954997309583333	72
23	LAYING	fBodyGyro	Z	mean	-0.984238807777778	72
23	LAYING	fBodyGyro	Z	meanFreq	0.289184530733333	72
23	LAYING	fBodyGyro	Z	std	-0.98531784125	72
23	LAYING	tBodyAcc	X	mean	0.274038007986111	72
23	LAYING	tBodyAcc	X	std	-0.956756363194444	72
23	LAYING	tBodyAcc	Y	mean	-0.0216553835833333	72
23	LAYING	tBodyAcc	Y	std	-0.976309827361111	72
23	LAYING	tBodyAcc	Z	mean	-0.104256776291667	72
23	LAYING	tBodyAcc	Z	std	-0.973223495416667	72
23	LAYING	tBodyAccJerk	X	mean	0.0831787608333333	72
23	LAYING	tBodyAccJerk	X	std	-0.986360446805556	72
23	LAYING	tBodyAccJerk	Y	mean	0.01535144005125	72
23	LAYING	tBodyAccJerk	Y	std	-0.988611616666667	72
23	LAYING	tBodyAccJerk	Z	mean	-0.00628235060277778	72
23	LAYING	tBodyAccJerk	Z	std	-0.984663476666667	72
23	LAYING	tBodyAccJerkMag	NA	mean	-0.987010197361111	72
23	LAYING	tBodyAccJerkMag	NA	std	-0.986685651527778	72
23	LAYING	tBodyAccMag	NA	mean	-0.962959196805556	72
23	LAYING	tBodyAccMag	NA	std	-0.957871990555555	72
23	LAYING	tBodyGyro	X	mean	-0.0113399724663889	72
23	LAYING	tBodyGyro	X	std	-0.981849400972222	72
23	LAYING	tBodyGyro	Y	mean	-0.105052917	72
23	LAYING	tBodyGyro	Y	std	-0.959195236388889	72
23	LAYING	tBodyGyro	Z	mean	0.111078594708333	72
23	LAYING	tBodyGyro	Z	std	-0.983920132638889	72
23	LAYING	tBodyGyroJerk	X	mean	-0.102024922819444	72
23	LAYING	tBodyGyroJerk	X	std	-0.985027850416667	72
23	LAYING	tBodyGyroJerk	Y	mean	-0.0372449750569444	72
23	LAYING	tBodyGyroJerk	Y	std	-0.979427763472222	72
23	LAYING	tBodyGyroJerk	Z	mean	-0.0621991626111111	72
23	LAYING	tBodyGyroJerk	Z	std	-0.994908984861111	72
23	LAYING	tBodyGyroJerkMag	NA	mean	-0.984557478611111	72
23	LAYING	tBodyGyroJerkMag	NA	std	-0.981314831666667	72
23	LAYING	tBodyGyroMag	NA	mean	-0.949418000972222	72
23	LAYING	tBodyGyroMag	NA	std	-0.957227585972222	72
23	LAYING	tGravityAcc	X	mean	-0.391564962777778	72
23	LAYING	tGravityAcc	X	std	-0.947948758194444	72
23	LAYING	tGravityAcc	Y	mean	0.438434067361111	72
23	LAYING	tGravityAcc	Y	std	-0.982794562916667	72
23	LAYING	tGravityAcc	Z	mean	0.918782825277778	72
23	LAYING	tGravityAcc	Z	std	-0.976780462083333	72
23	LAYING	tGravityAccMag	NA	mean	-0.962959196805556	72
23	LAYING	tGravityAccMag	NA	std	-0.957871990555555	72
23	SITTING	fBodyAcc	X	mean	-0.986325670882353	68
23	SITTING	fBodyAcc	X	meanFreq	0.0459466909620588	68
23	SITTING	fBodyAcc	X	std	-0.988345258235294	68
23	SITTING	fBodyAcc	Y	mean	-0.953460406470588	68
23	SITTING	fBodyAcc	Y	meanFreq	0.130083858026471	68
23	SITTING	fBodyAcc	Y	std	-0.930781487205882	68
23	SITTING	fBodyAcc	Z	mean	-0.942031166764706	68
23	SITTING	fBodyAcc	Z	meanFreq	0.0837341059411765	68
23	SITTING	fBodyAcc	Z	std	-0.896125263911765	68
23	SITTING	fBodyAccJerk	X	mean	-0.984550863529412	68
23	SITTING	fBodyAccJerk	X	meanFreq	0.285643525808824	68
23	SITTING	fBodyAccJerk	X	std	-0.986019630441176	68
23	SITTING	fBodyAccJerk	Y	mean	-0.978136218235294	68
23	SITTING	fBodyAccJerk	Y	meanFreq	-0.0438597429455882	68
23	SITTING	fBodyAccJerk	Y	std	-0.979564696911765	68
23	SITTING	fBodyAccJerk	Z	mean	-0.972656226029412	68
23	SITTING	fBodyAccJerk	Z	meanFreq	0.0323132713205882	68
23	SITTING	fBodyAccJerk	Z	std	-0.977936447205882	68
23	SITTING	fBodyAccMag	NA	mean	-0.945837830147059	68
23	SITTING	fBodyAccMag	NA	meanFreq	0.162284907683824	68
23	SITTING	fBodyAccMag	NA	std	-0.927090118382353	68
23	SITTING	fBodyBodyAccJerkMag	NA	mean	-0.974121466764706	68
23	SITTING	fBodyBodyAccJerkMag	NA	meanFreq	0.199533745057059	68
23	SITTING	fBodyBodyAccJerkMag	NA	std	-0.972117016617647	68
23	SITTING	fBodyBodyGyroJerkMag	NA	mean	-0.980707211470588	68
23	SITTING	fBodyBodyGyroJerkMag	NA	meanFreq	0.0531832551514706	68
23	SITTING	fBodyBodyGyroJerkMag	NA	std	-0.978499038088235	68
23	SITTING	fBodyBodyGyroMag	NA	mean	-0.952293277205882	68
23	SITTING	fBodyBodyGyroMag	NA	meanFreq	0.125456560348529	68
23	SITTING	fBodyBodyGyroMag	NA	std	-0.938680776617647	68
23	SITTING	fBodyGyro	X	mean	-0.977149986617647	68
23	SITTING	fBodyGyro	X	meanFreq	0.0704401990367647	68
23	SITTING	fBodyGyro	X	std	-0.981523241176471	68
23	SITTING	fBodyGyro	Y	mean	-0.957920288823529	68
23	SITTING	fBodyGyro	Y	meanFreq	-0.0826203849176471	68
23	SITTING	fBodyGyro	Y	std	-0.943733421029412	68
23	SITTING	fBodyGyro	Z	mean	-0.965428833529412	68
23	SITTING	fBodyGyro	Z	meanFreq	0.137545517458824	68
23	SITTING	fBodyGyro	Z	std	-0.961914054264706	68
23	SITTING	tBodyAcc	X	mean	0.273351251617647	68
23	SITTING	tBodyAcc	X	std	-0.987607636617647	68
23	SITTING	tBodyAcc	Y	mean	-0.0133945015676471	68
23	SITTING	tBodyAcc	Y	std	-0.934933559264706	68
23	SITTING	tBodyAcc	Z	mean	-0.103808679294118	68
23	SITTING	tBodyAcc	Z	std	-0.905584390323529	68
23	SITTING	tBodyAccJerk	X	mean	0.0770022352205882	68
23	SITTING	tBodyAccJerk	X	std	-0.984561803823529	68
23	SITTING	tBodyAccJerk	Y	mean	0.0101351394211029	68
23	SITTING	tBodyAccJerk	Y	std	-0.978045837794118	68
23	SITTING	tBodyAccJerk	Z	mean	-0.00148823351367647	68
23	SITTING	tBodyAccJerk	Z	std	-0.975978995	68
23	SITTING	tBodyAccJerkMag	NA	mean	-0.982375503382353	68
23	SITTING	tBodyAccJerkMag	NA	std	-0.973668776323529	68
23	SITTING	tBodyAccMag	NA	mean	-0.944080772941176	68
23	SITTING	tBodyAccMag	NA	std	-0.924963263235294	68
23	SITTING	tBodyGyro	X	mean	-0.0472583464367647	68
23	SITTING	tBodyGyro	X	std	-0.980363734264706	68
23	SITTING	tBodyGyro	Y	mean	-0.0684325551029412	68
23	SITTING	tBodyGyro	Y	std	-0.948109526029412	68
23	SITTING	tBodyGyro	Z	mean	0.0645673209117647	68
23	SITTING	tBodyGyro	Z	std	-0.9597186325	68
23	SITTING	tBodyGyroJerk	X	mean	-0.0967422192647059	68
23	SITTING	tBodyGyroJerk	X	std	-0.987084633970588	68
23	SITTING	tBodyGyroJerk	Y	mean	-0.0434602554691176	68
23	SITTING	tBodyGyroJerk	Y	std	-0.980727445294118	68
23	SITTING	tBodyGyroJerk	Z	mean	-0.0485561086867647	68
23	SITTING	tBodyGyroJerk	Z	std	-0.988130142058824	68
23	SITTING	tBodyGyroJerkMag	NA	mean	-0.986514066029412	68
23	SITTING	tBodyGyroJerkMag	NA	std	-0.979226997941177	68
23	SITTING	tBodyGyroMag	NA	mean	-0.936593426911765	68
23	SITTING	tBodyGyroMag	NA	std	-0.937006097352941	68
23	SITTING	tGravityAcc	X	mean	0.936509242941176	68
23	SITTING	tGravityAcc	X	std	-0.984536722205882	68
23	SITTING	tGravityAcc	Y	mean	0.1217510625	68
23	SITTING	tGravityAcc	Y	std	-0.960917426323529	68
23	SITTING	tGravityAcc	Z	mean	0.0630111556279412	68
23	SITTING	tGravityAcc	Z	std	-0.923953600294118	68
23	SITTING	tGravityAccMag	NA	mean	-0.944080772941176	68
23	SITTING	tGravityAccMag	NA	std	-0.924963263235294	68
23	STANDING	fBodyAcc	X	mean	-0.983627197058824	68
23	STANDING	fBodyAcc	X	meanFreq	-0.00428156514117647	68
23	STANDING	fBodyAcc	X	std	-0.986333385588235	68
23	STANDING	fBodyAcc	Y	mean	-0.962831825294118	68
23	STANDING	fBodyAcc	Y	meanFreq	0.00252026687779412	68
23	STANDING	fBodyAcc	Y	std	-0.958042411176471	68
23	STANDING	fBodyAcc	Z	mean	-0.945170568823529	68
23	STANDING	fBodyAcc	Z	meanFreq	-0.00225195262220588	68
23	STANDING	fBodyAcc	Z	std	-0.926110099117647	68
23	STANDING	fBodyAccJerk	X	mean	-0.983283252058823	68
23	STANDING	fBodyAccJerk	X	meanFreq	0.201179907463235	68
23	STANDING	fBodyAccJerk	X	std	-0.984531642205882	68
23	STANDING	fBodyAccJerk	Y	mean	-0.975176561617647	68
23	STANDING	fBodyAccJerk	Y	meanFreq	-0.0878295931260294	68
23	STANDING	fBodyAccJerk	Y	std	-0.977157997794118	68
23	STANDING	fBodyAccJerk	Z	mean	-0.969610229705882	68
23	STANDING	fBodyAccJerk	Z	meanFreq	-0.0988283243558824	68
23	STANDING	fBodyAccJerk	Z	std	-0.976241315882353	68
23	STANDING	fBodyAccMag	NA	mean	-0.957986177058823	68
23	STANDING	fBodyAccMag	NA	meanFreq	0.0611889890617647	68
23	STANDING	fBodyAccMag	NA	std	-0.955291356470588	68
23	STANDING	fBodyBodyAccJerkMag	NA	mean	-0.973798155735294	68
23	STANDING	fBodyBodyAccJerkMag	NA	meanFreq	0.261655799526471	68
23	STANDING	fBodyBodyAccJerkMag	NA	std	-0.9750536875	68
23	STANDING	fBodyBodyGyroJerkMag	NA	mean	-0.972598810882353	68
23	STANDING	fBodyBodyGyroJerkMag	NA	meanFreq	0.128376237985294	68
23	STANDING	fBodyBodyGyroJerkMag	NA	std	-0.973849691470588	68
23	STANDING	fBodyBodyGyroMag	NA	mean	-0.944583829705882	68
23	STANDING	fBodyBodyGyroMag	NA	meanFreq	-0.121999620029412	68
23	STANDING	fBodyBodyGyroMag	NA	std	-0.924805421470588	68
23	STANDING	fBodyGyro	X	mean	-0.947510436323529	68
23	STANDING	fBodyGyro	X	meanFreq	-0.291595924892647	68
23	STANDING	fBodyGyro	X	std	-0.941698515588235	68
23	STANDING	fBodyGyro	Y	mean	-0.952781164558824	68
23	STANDING	fBodyGyro	Y	meanFreq	-0.197834986461765	68
23	STANDING	fBodyGyro	Y	std	-0.945871186029412	68
23	STANDING	fBodyGyro	Z	mean	-0.967939565	68
23	STANDING	fBodyGyro	Z	meanFreq	-0.163986972797059	68
23	STANDING	fBodyGyro	Z	std	-0.9642499225	68
23	STANDING	tBodyAcc	X	mean	0.277899323235294	68
23	STANDING	tBodyAcc	X	std	-0.985421519558824	68
23	STANDING	tBodyAcc	Y	mean	-0.0177475547867647	68
23	STANDING	tBodyAcc	Y	std	-0.9584444925	68
23	STANDING	tBodyAcc	Z	mean	-0.1105970177575	68
23	STANDING	tBodyAcc	Z	std	-0.929409745147059	68
23	STANDING	tBodyAccJerk	X	mean	0.0750206478676471	68
23	STANDING	tBodyAccJerk	X	std	-0.983141958970588	68
23	STANDING	tBodyAccJerk	Y	mean	0.0105861517936765	68
23	STANDING	tBodyAccJerk	Y	std	-0.975219983676471	68
23	STANDING	tBodyAccJerk	Z	mean	-0.00529260911370588	68
23	STANDING	tBodyAccJerk	Z	std	-0.973595215441176	68
23	STANDING	tBodyAccJerkMag	NA	mean	-0.978671485441176	68
